Listings,Price,Room Type,Reviews,Location
East Williamsburg Artist Loft,50,Private room,14 reviews,"Williamsburg, Brooklyn"
Beautiful Brooklyn Heights Studio,149,Entire home/apt,10 reviews,"Brooklyn Heights, Brooklyn"
Fireplace! Apt Steps to Manhattan,185,Entire home/apt,38 reviews,"Downtown Brooklyn, Brooklyn"
"large bdroom, priv bth, priv living",85,Private room,26 reviews,"Bedford-Stuyvesant, Brooklyn"
Cheap Budget Private Room #4,39,Private room,14 reviews,"Bushwick, Brooklyn"
Large room w/ private office & bath,150,Private room,5 reviews,"Williamsburg, Brooklyn"
Quiet apartment in Williamsburg,130,Private room,64 reviews,"Williamsburg, Brooklyn"
Stunning! Williamsburg Dream Room.,110,Private room,49 reviews,"Williamsburg, Brooklyn"
MASSIVE SUITE + PRIVATE BATHROOM!!!,95,Private room,10 reviews,"Bushwick, Brooklyn"
Prime Carroll Gardens 1BR Apartment,185,Entire home/apt,19 reviews,"Gowanus, Brooklyn"
"Cozy, Clean Cobble Hill Brownstone",140,Entire home/apt,59 reviews,"Cobble Hill, Brooklyn"
Personal Studio in Crown Heights,79,Private room,12 reviews,"Crown Heights, Brooklyn"
Cozy bedroom in My Loft in New York,79,Private room,56 reviews,"Williamsburg, Brooklyn"
Modern Cozy Brownstone Apartment,95,Private room,42 reviews,"Williamsburg, Brooklyn"
A Breathtaking Brooklyn Experience!,99,Private room,154 reviews,"Fort Greene, Brooklyn"
Gorgeous Private 1 Bedroom,105,Private room,7 reviews,"Clinton Hill, Brooklyn"
Pretty and Private in Clinton Hill,100,Private room,1 review,"Clinton Hill, Brooklyn"
Cozy Bedroom in Cute BK Apartment!,55,Private room,9 reviews,"Bedford-Stuyvesant, Brooklyn"
BIG BROOKLYN ROOM A- NEXT TO METRO!,70,Private room,7 reviews,"Bedford-Stuyvesant, Brooklyn"
The Garden Apartment,150,Entire home/apt,3 reviews,"Park Slope, Brooklyn"
1 Bedroom Sunny Charming Apartment,120,Entire home/apt,1 review,"Bedford-Stuyvesant, Brooklyn"
"Private, Full Room, Very Quiet!",70,Private room,125 reviews,"Williamsburg, Brooklyn"
Lofty Townhouse Duplex w/ Roof Deck,238,Entire home/apt,43 reviews,"Park Slope, Brooklyn"
Large/bright Entire Apt. Lorimer L,130,Entire home/apt,129 reviews,"Williamsburg, Brooklyn"
Prospect Heights Pied-a-terre,119,Entire home/apt,3 reviews,"Crown Heights, Brooklyn"
New 1BR + 1BA with Private Entrance,89,Private room,20 reviews,"Bedford-Stuyvesant, Brooklyn"
COSY BEDROOM IN HUGE LOFT.,59,Private room,38 reviews,"Fort Greene, Brooklyn"
Lux 40th Flr Apt in Brooklyn Hghts,225,Entire home/apt,68 reviews,"Downtown Brooklyn, Brooklyn"
Comfy Queen Size Bed in Brooklyn,45,Private room,14 reviews,"East New York, Brooklyn"
Sweet and Neat Cobble Hill 1 BR,199,Entire home/apt,28 reviews,"Cobble Hill, Brooklyn"
Large Factory Loft! Steps to LTrain,80,Private room,27 reviews,"Williamsburg, Brooklyn"
Ebony & Ivory Close to Manhattan,99,Entire home/apt,4 reviews,"Bedford-Stuyvesant, Brooklyn"
Idyllic Boerum Hill One Bedroom,175,Entire home/apt,6 reviews,"Boerum Hill, Brooklyn"
"Spacious, Spotless 1Bd- BK Heights!",150,Entire home/apt,89 reviews,"Brooklyn Heights, Brooklyn"
Stunning 23 fl bedroom with views,125,Private room,22 reviews,"Downtown Brooklyn, Brooklyn"
"Big Sunny Guest Room, W'burg Bridge",74,Private room,106 reviews,"Williamsburg, Brooklyn"
"Deluxe 3 BDR ,1,5 bath, Near Subway",295,Entire home/apt,4 reviews,"Williamsburg, Brooklyn"
"Large Sunny Apt., Great Location!",125,Entire home/apt,3 reviews,"Prospect Heights, Brooklyn"
Modern Penthouse Apt in Greenpoint,179,Entire home/apt,54 reviews,"Greenpoint, Brooklyn"
Private Room in WBerg Flat 4B,90,Private room,28 reviews,"Williamsburg, Brooklyn"
Great 1 Bedroom  in Williamsburg!,140,Entire home/apt,40 reviews,"Williamsburg, Brooklyn"
Lovely Room in Gorgeous BK Brwnstn!,90,Private room,13 reviews,"Bedford-Stuyvesant, Brooklyn"
Charming and Cozy 1 Bedroom,145,Entire home/apt,6 reviews,"Carroll Gardens, Brooklyn"
big riverside 1bedrm williamsburg!,230,Entire home/apt,6 reviews,"Williamsburg, Brooklyn"
"Room in modern, Brooklyn apartment",65,Private room,32 reviews,"Bedford-Stuyvesant, Brooklyn"
Comfortable one bedroom with patio,150,Entire home/apt,2 reviews,"Fort Greene, Brooklyn"
THIS IS YOUR BEST BROOKLYN HOME,65,Private room,O reviews,"Bay Ridge, Brooklyn"
Perfect in Park Slope: EZ 2 NYC,150,Entire home/apt,11 reviews,"Park Slope, Brooklyn"
"Convenient, Renovated 2 Bedroom",175,Entire home/apt,37 reviews,"Carroll Gardens, Brooklyn"
2 bedroom apt in brick townhouse,115,Entire home/apt,44 reviews,"Brooklyn Navy Yard, Brooklyn"
Cosy room in Brooklyn loft,80,Private room,3 reviews,"Williamsburg, Brooklyn"
"Brooklyn Brownstone, Private Room",85,Private room,74 reviews,"Prospect Heights, Brooklyn"
Bargain Room #3 - Special Low Price,29,Private room,4 reviews,"Bushwick, Brooklyn"
Beautiful Studio Apartment,95,Private room,27 reviews,"Park Slope, Brooklyn"
HUGE Loft! Comfy! Light! Plants!,61,Private room,40 reviews,"Bushwick, Brooklyn"
Charming Boerum Hill - Private Deck,85,Private room,86 reviews,"Boerum Hill, Brooklyn"
Convenient Spacious LUX with VIEW!,95,Private room,42 reviews,"Williamsburg, Brooklyn"
Bright Sunny 8x13 Williamsburg Room,60,Private room,4 reviews,"Williamsburg, Brooklyn"
Huge Loft in Prime Williamsburg!,110,Private room,10 reviews,"Williamsburg, Brooklyn"
COZY ROOM STEPS FROM L TRAIN,40,Private room,3 reviews,"Williamsburg, Brooklyn"
"Beautiful, Bright Studio-Park Slope",130,Entire home/apt,9 reviews,"Park Slope, Brooklyn"
"WINTER SALE. NYC, BUSHWICK LOFT!!",110,Entire home/apt,14 reviews,"Bushwick, Brooklyn"
Lovely architect's studio 4-day min,98,Entire home/apt,3 reviews,"Fort Greene, Brooklyn"
Spacious room in cozy Boerum Hill,90,Private room,73 reviews,"Boerum Hill, Brooklyn"
Sunny quiet private 3rd floor room,39,Private room,16 reviews,"Crown Heights, Brooklyn"
"Sunny 1BD, Graham Ave, Williamsburg",77,Private room,5 reviews,"Williamsburg, Brooklyn"
Sunfilled Skylit Townhouse 3BD,185,Entire home/apt,68 reviews,"Clinton Hill, Brooklyn"
The Institute—Heart of Williamsburg,250,Entire home/apt,97 reviews,"Williamsburg, Brooklyn"
Cozy Room in Charming Brownstone,55,Private room,16 reviews,"Sunset Park, Brooklyn"
Modern Minimalist Williamsburg Loft,189,Entire home/apt,85 reviews,"Greenpoint, Brooklyn"
Quintessential Brooklyn...!!,108,Entire home/apt,11 reviews,"Boerum Hill, Brooklyn"
Luxury Loft in Prospect Heights,110,Private room,26 reviews,"Prospect Heights, Brooklyn"
private apartment w garden balcony,135,Entire home/apt,30 reviews,"Williamsburg, Brooklyn"
Prime Williamsburg Loft off Bedford,119,Private room,47 reviews,"Williamsburg, Brooklyn"
Park Slope-Private Room/Bath/Entry,115,Private room,88 reviews,"Park Slope, Brooklyn"
Great house in Williamsburg,250,Entire home/apt,9 reviews,"Williamsburg, Brooklyn"
***Huge Room in Bright Open Loft***,110,Private room,29 reviews,"Williamsburg, Brooklyn"
Lovely Room - Lorimer L Train,90,Private room,13 reviews,"Williamsburg, Brooklyn"
Great Loft - Private Room & Bath,110,Private room,62 reviews,"Windsor Terrace, Brooklyn"
Large Room in Beautiful Apartment,87,Private room,24 reviews,"Greenpoint, Brooklyn"
"Lovely Park Slope Apt, Brooklyn",105,Private room,21 reviews,"Park Slope, Brooklyn"
Williamsburg / Modern 1 BR Apt,160,Entire home/apt,2 reviews,"Williamsburg, Brooklyn"
Private Entrance - Garden Apartment,120,Entire home/apt,49 reviews,"Bedford-Stuyvesant, Brooklyn"
Central Williamsburg Fab Large Room,70,Private room,5 reviews,"Williamsburg, Brooklyn"
1 Bedroom with Manhattan Views,140,Entire home/apt,15 reviews,"Downtown Brooklyn, Brooklyn"
"Dreamy room, eclectic Bushwick apt",35,Private room,8 reviews,"Bushwick, Brooklyn"
Your Own Private Room To Sleep In!,54,Private room,14 reviews,"Lefferts Garden, Brooklyn"
Clean&Serene in Scenic Fort Greene,115,Private room,218 reviews,"Fort Greene, Brooklyn"
Convenience and Comfort all in 1!!,50,Private room,11 reviews,"Sunset Park, Brooklyn"
"""The Country"" & the NYC Waterfront!",160,Entire home/apt,78 reviews,"Williamsburg, Brooklyn"
Sunny Williamsburg Penthouse - 2BR,230,Entire home/apt,3 reviews,"Williamsburg, Brooklyn"
"Small Cozy Room, Ideal Location",70,Private room,3 reviews,"Fort Greene, Brooklyn"
Private room in Williamsburg,100,Private room,23 reviews,"Williamsburg, Brooklyn"
Bohemian Paradise in Industrial BK,99,Private room,52 reviews,"Bushwick, Brooklyn"
Bedroom in Designer Brooklyn Loft,85,Private room,4 reviews,"Bushwick, Brooklyn"
* BROOKLYN FACTORY LOFT *,210,Entire home/apt,28 reviews,"Williamsburg, Brooklyn"
Global Modern Garden Apt BedStuy,135,Entire home/apt,63 reviews,"Bedford-Stuyvesant, Brooklyn"
Welcome to a Glasshouse experience!,99,Private room,31 reviews,"Williamsburg, Brooklyn"
Large bedroom steps to subway,69,Private room,7 reviews,"Crown Heights, Brooklyn"
Boerum Hill 2BR Garden Apartment,170,Entire home/apt,29 reviews,"Gowanus, Brooklyn"
"Cozy & Airy 1 bdrm apt, Ft. Greene",150,Entire home/apt,10 reviews,"Fort Greene, Brooklyn"
Chic Victorian Garden Studio Apt.,159,Entire home/apt,92 reviews,"Clinton Hill, Brooklyn"
Lively loft!,49,Private room,63 reviews,"Williamsburg, Brooklyn"
Cozy rooms with private bath,85,Private room,12 reviews,"Kensington, Brooklyn"
Beautiful Space in Brooklyn Heights,275,Entire home/apt,5 reviews,"Brooklyn Heights, Brooklyn"
Beautiful Views from True Brooklyn,65,Private room,20 reviews,"Bedford-Stuyvesant, Brooklyn"
Private Room in Spacious Apartment,60,Private room,11 reviews,"Bedford-Stuyvesant, Brooklyn"
Room in Lux Williamsburg Penthouse,125,Private room,16 reviews,"Williamsburg, Brooklyn"
HUGE SUNNY ROOM 1 PRIME WILLYBURG!!,100,Private room,12 reviews,"Williamsburg, Brooklyn"
Spacious Flat in Williamsburg,175,Entire home/apt,12 reviews,"Williamsburg, Brooklyn"
Sunny Prime Williamsburg,88,Private room,1 review,"Williamsburg, Brooklyn"
Prime Williamsburg 1 bd apartment,200,Entire home/apt,4 reviews,"Greenpoint, Brooklyn"
"Comfy, convenient bedroom in Bklyn!",80,Private room,8 reviews,"Lefferts Garden, Brooklyn"
Beautiful Brooklyn share apartment,45,Shared room,11 reviews,"Bay Ridge, Brooklyn"
Beautiful Brooklyn with garden!,140,Entire home/apt,1 review,"Crown Heights, Brooklyn"
Comfy Queen Size Bed in Brooklyn,45,Private room,14 reviews,"East New York, Brooklyn"
Spacious room # 1,65,Private room,17 reviews,"Bedford-Stuyvesant, Brooklyn"
Great Apt in HEART of Williamsburg!,145,Entire home/apt,24 reviews,"Williamsburg, Brooklyn"
NICE ROOM #2 ~ AWESOME LOCATION!!,129,Private room,21 reviews,"Williamsburg, Brooklyn"
Historic & Modern in Crown Heights,65,Private room,44 reviews,"Crown Heights, Brooklyn"
"Modern, Carroll Garden Townhouse",275,Entire home/apt,5 reviews,"Carroll Gardens, Brooklyn"
"Bright, BedStuy Gem!",75,Entire home/apt,10 reviews,"Bedford-Stuyvesant, Brooklyn"
NYC getaway in Park Slope Brooklyn!,85,Private room,26 reviews,"Park Slope, Brooklyn"
"Private, well-lit room in Bed-Stuy!",40,Private room,4 reviews,"Bedford-Stuyvesant, Brooklyn"
KOZY ROOM IN FORT GREENE BROOKLYN..,79,Private room,92 reviews,"Fort Greene, Brooklyn"
Peaceful Prime Williamsburg,108,Private room,2 reviews,"Williamsburg, Brooklyn"
Private Entrance - Garden Apartment,120,Entire home/apt,49 reviews,"Bedford-Stuyvesant, Brooklyn"
New 3 BR Groups and Familes Welcome,139,Entire home/apt,51 reviews,"Lefferts Garden, Brooklyn"
Elegant Escape in Classic Brooklyn,80,Private room,16 reviews,"Park Slope, Brooklyn"
NYC Special Occasions Room #1,29,Private room,70 reviews,"Bedford-Stuyvesant, Brooklyn"
"Steps From Art, Shopping & Eats",150,Entire home/apt,10 reviews,"Prospect Heights, Brooklyn"
Studio Space-Share Kitch/Bath,75,Private room,15 reviews,"Sunset Park, Brooklyn"
"Charming 1 Bdr Apartment, New York",140,Entire home/apt,5 reviews,"Williamsburg, Brooklyn"
Williamsburg Studio with Garden,150,Entire home/apt,39 reviews,"Williamsburg, Brooklyn"
Zen Eyrie –Airport Pick-Up: JFK/LGA,48,Private room,5 reviews,"East New York, Brooklyn"
"Modern, artsy 2FLR Apt w/backyard!",275,Entire home/apt,8 reviews,"Williamsburg, Brooklyn"
Private Bedroom & Bathroom W/ Yard,65,Private room,29 reviews,"Bushwick, Brooklyn"
Private suite in Brooklyn's Heart,85,Private room,6 reviews,"Boerum Hill, New York"
3BR/2BA Duplex - 1m to subway!,165,Entire home/apt,4 reviews,"Bedford-Stuyvesant, Brooklyn"
"Classic Brownstone Beauty, Sleeps 4",198,Entire home/apt,45 reviews,"Crown Heights, Brooklyn"
LARGE 3 BEDROOM/2 FULL-BATHROOM APT,185,Entire home/apt,10 reviews,"East Flatbush, Brooklyn"
PENTHOUSE EVENT SPACE. ONLY EVENTS,1500,Entire home/apt,18 reviews,Brooklyn
Large bedroom 3 min from N Train,45,Private room,O reviews,"Sunset Park, Brooklyn"
Luxury 1 bd with Balcony & Office,250,Entire home/apt,15 reviews,"DUMBO, Brooklyn"
Sweet Lil Williamsburg One Bedroom,134,Entire home/apt,46 reviews,"Williamsburg, Brooklyn"
Great Room in Bright Amazing Loft!,89,Private room,8 reviews,"Bushwick, Brooklyn"
Northside Williamsburg Brooklyn,77,Private room,O reviews,"Williamsburg, Brooklyn"
Big Cute Room w/Pvt Entry in Duplex,90,Private room,72 reviews,"Bedford-Stuyvesant, Brooklyn"
Beautiful Park Slope Apartment,150,Entire home/apt,5 reviews,"Park Slope, Brooklyn"
BRIGHT SPACIOUS 1BR in CLINTON HILL,180,Entire home/apt,10 reviews,"Clinton Hill, Brooklyn"
the perfect stay in brooklyn,75,Entire home/apt,51 reviews,"Bedford-Stuyvesant, Brooklyn"
Large Factory Loft! Steps to LTrain,80,Private room,27 reviews,"Williamsburg, Brooklyn"
Brooklyn Brownstone Top Floor,130,Entire home/apt,12 reviews,"Bedford-Stuyvesant, Brooklyn"
FLAT MACDONOUGH,125,Entire home/apt,89 reviews,"Bedford-Stuyvesant, Brooklyn"
Sunny Bushwick Loft Subway on Block,129,Entire home/apt,18 reviews,"Williamsburg, Brooklyn"
Designer Loft Penthouse Brooklyn,195,Entire home/apt,56 reviews,"Sunset Park, Brooklyn"
Bedroom in a spacious artsy Loft,50,Private room,43 reviews,"Williamsburg, Brooklyn"
"1 Bedroom Apartment, 1906 Mansion",115,Entire home/apt,8 reviews,"Clinton Hill, Brooklyn"
Bright Star of Brooklyn,108,Private room,10 reviews,"Carroll Gardens, Brooklyn"
Mid-Century Modern Garden Paradise,149,Entire home/apt,21 reviews,"Bushwick, Brooklyn"
"Huge Brooklyn Loft w/Deck, NYC View",65,Private room,37 reviews,"Bedford-Stuyvesant, Brooklyn"
Sunny Spacious Williamsburg Apt!,135,Entire home/apt,9 reviews,"Williamsburg, Brooklyn"
Carroll Gardens Carriage House,90,Private room,27 reviews,"Gowanus, Brooklyn"
"1899 BK Mansion, 15min to Manhattan",65,Private room,5 reviews,"Bushwick, Brooklyn"
1BR condo blocks from Prospect Park,115,Entire home/apt,2 reviews,"Flatbush, Brooklyn"
Bedroom in a spacious artsy Loft,50,Private room,43 reviews,"Williamsburg, Brooklyn"
Sunny Loft In Prime Williamsburg!,300,Entire home/apt,14 reviews,"Williamsburg, Brooklyn"
BED & BATHROOM in BROOKLYN,100,Private room,22 reviews,"Bedford-Stuyvesant, Brooklyn"
Creative Charm in Brooklyn,70,Private room,3 reviews,"Prospect Heights, Brooklyn"
Private Room A in Lux Loft (3B),100,Private room,14 reviews,"Williamsburg, Brooklyn"
"Sunny, beautiful Brooklyn abode",190,Entire home/apt,12 reviews,"Williamsburg, Brooklyn"
"NYC, Modern & Comfortable. THE ONE",199,Entire home/apt,52 reviews,"Williamsburg, Brooklyn"
Brooklyn Penthouse w/ Skyline View,75,Private room,8 reviews,"Crown Heights, Brooklyn"
Large & Private 1 BR in BK Heights!,175,Private room,14 reviews,"Brooklyn Heights, Brooklyn"
Directly Across from Prospect Park!,59,Private room,59 reviews,Brooklyn
Spacious Williamsburg/Bushwick loft,85,Private room,75 reviews,"Bedford-Stuyvesant, Brooklyn"
"Great Room, Great Hosts, Great Hood",40,Private room,28 reviews,"Bushwick, Brooklyn"
Romantic Brooklyn Garden Apt,175,Entire home/apt,17 reviews,"Fort Greene, Brooklyn"
Spacious Sunny 2BR/Prime Greenpoint,200,Entire home/apt,7 reviews,"Greenpoint, Brooklyn"
Private rm in cozy WILLIAMSBURG apt,109,Private room,18 reviews,"Williamsburg, Brooklyn"
Close to Airport and Manhattan!,54,Private room,14 reviews,"Bedford-Stuyvesant, Brooklyn"
Brooklyn Budget Williamsburg NYC 3,50,Private room,71 reviews,"Williamsburg, Brooklyn"
Urban Jungle in Bedford Stuyvesant,110,Entire home/apt,43 reviews,"Bushwick, Brooklyn"
"Sunny Room, Backyard, Rooftop by L",65,Private room,3 reviews,"Bushwick, Brooklyn"
Larger Room,75,Private room,18 reviews,"Bedford-Stuyvesant, Brooklyn"
A home away from home,75,Private room,O reviews,"Bergen Beach, Brooklyn"
The Red Room - Heart of Bklyn,45,Private room,13 reviews,"Lefferts Garden, Brooklyn"
9C Private Room in W'Burg,100,Private room,O reviews,"Williamsburg, Brooklyn"
Large Room in Williamsburg,50,Private room,O reviews,"Williamsburg, Brooklyn"
Brooklyn 1 BR near subway,75,Entire home/apt,10 reviews,"Crown Heights, Brooklyn"
Comfy and Smart on Prospect Park,50,Private room,O reviews,"Lefferts Garden, Brooklyn"
Gorgeous Private 1 Bedroom,105,Private room,7 reviews,"Clinton Hill, Brooklyn"
Large sunny room across from park,60,Private room,3 reviews,"Bushwick, Brooklyn"
Spacious Private Bedroom & Living,99,Private room,165 reviews,"Park Slope, Brooklyn"
Great room in hip Williamsburg,75,Private room,69 reviews,"Williamsburg, Brooklyn"
Picture Perfect Brooklyn Apartment,70,Private room,O reviews,"Brooklyn Heights, Brooklyn"
Park Slope master bedroom,55,Private room,2 reviews,"Gowanus, Brooklyn"
Bushwick Creative Den of Bliss,99,Private room,39 reviews,"Bushwick, Brooklyn"
Bedford Boogie,88,Private room,1 review,"Williamsburg, Brooklyn"
Prospect Heights Views & Vanderbilt,195,Entire home/apt,13 reviews,"Prospect Heights, Brooklyn"
Charming Williamsburg Apartment,140,Entire home/apt,10 reviews,"Williamsburg, Brooklyn"
Brooklyn Brownstone Top Floor,130,Entire home/apt,12 reviews,"Bedford-Stuyvesant, Brooklyn"
Luxury 1 Bedroom in Park Slope,199,Entire home/apt,2 reviews,"Park Slope, Brooklyn"
Large 2 BR apt in quiet brownstone,130,Entire home/apt,43 reviews,"Bedford-Stuyvesant, Brooklyn"
10 Mins to NYC - Washer&Dryer,90,Entire home/apt,27 reviews,"Bedford-Stuyvesant, Brooklyn"
Large BDR in W'burg - Monthly Rate,100,Private room,2 reviews,"Greenpoint, Brooklyn"
Northside Williamsburg Loft,100,Private room,40 reviews,"Williamsburg, Brooklyn"
Large Bedroom 15 Min From Manhattan,50,Private room,41 reviews,"Sunset Park, Brooklyn"
Modern Living in Trendy Brooklyn,180,Entire home/apt,30 reviews,"Boerum Hill, Brooklyn"
Trendy Bushwick neighborhood,70,Private room,6 reviews,"Bushwick, Brooklyn"
Best Room in Bushwick,45,Private room,13 reviews,"Bushwick, Brooklyn"
"Fab, Cozy Brownstone Apt in BedStuy",95,Entire home/apt,82 reviews,"Bedford-Stuyvesant, Brooklyn"
1BR Brownstone w/NYC Skyline View!,195,Entire home/apt,O reviews,"Park Slope, Brooklyn"
"Lovely Room, HUGE 5000 sqft Loft 3",95,Private room,46 reviews,"Clinton Hill, Brooklyn"
Private Room and Private Bathroom,70,Private room,21 reviews,"Prospect Heights, Brooklyn"
"Big, Sunny, Modern Apartment w/VIEW",199,Entire home/apt,36 reviews,"Williamsburg, Brooklyn"
Spacious room in shared brownstone,80,Private room,11 reviews,"Bedford-Stuyvesant, Brooklyn"
Private Room in South Williamsburg for an Amazing NYC Experience!,104,Private room,34 reviews,"Williamsburg, Brooklyn"
Sunny private room in artists loft,83,Private room,21 reviews,"Bedford-Stuyvesant, Brooklyn"
Williamsburg/Greenpoint Parkside,245,Entire home/apt,10 reviews,"Greenpoint, Brooklyn"
Beautiful Room 1,79,Private room,7 reviews,"Bedford-Stuyvesant, Brooklyn"
Private room in Fort Greene Bklyn,85,Private room,17 reviews,"Fort Greene, Brooklyn"
Cozy one bedroom on Bedford Ave,124,Entire home/apt,11 reviews,"Williamsburg, Brooklyn"
Cozy Room in Full Apartment,70,Private room,1 review,"Crown Heights, Brooklyn"
HIP + MODERN APT IN WILLIAMSBURG!,150,Entire home/apt,22 reviews,"Williamsburg, Brooklyn"
Park Slope/Prospect Hghts 2 bedroom,149,Entire home/apt,59 reviews,"Prospect Heights, Brooklyn"
Luxury Modern Loft,210,Entire home/apt,7 reviews,"Williamsburg, Brooklyn"
"HISTORIC WILLIAMSBURG, BKLYN",195,Entire home/apt,29 reviews,"Williamsburg, Brooklyn"
1BD in Modern Deco Williamsburg,85,Private room,5 reviews,"Williamsburg, Brooklyn"
"Sunny Rm, bike, Prospect Park!",40,Private room,37 reviews,"Lefferts Garden, Brooklyn"
Brooklyn - Boerum Hill Beauty,200,Entire home/apt,5 reviews,"Boerum Hill, Brooklyn"
Brand New Apartment in Brooklyn!!,85,Private room,7 reviews,"Sunset Park, Brooklyn"
"Williamsburg Studio, Shared Kitchen",150,Entire home/apt,30 reviews,"Williamsburg, Brooklyn"
beautiful brownstone,125,Entire home/apt,24 reviews,"Bedford-Stuyvesant, Brooklyn"
Quiet Studio in Limestone Townhouse,185,Entire home/apt,13 reviews,"Park Slope, Brooklyn"
"Fab, Spacious Room near Barclay's",65,Private room,46 reviews,"Boerum Hill, Brooklyn"
Bright Peaceful 1 bedroom 2 bath,175,Entire home/apt,1 review,"Park Slope, Brooklyn"
Cheap Budget Private Room #2,39,Private room,4 reviews,"Bushwick, Brooklyn"
Relaxing Room in Hip Neighborhood,69,Private room,2 reviews,"Williamsburg, Brooklyn"
"Bright, Large room with Queen Bed",95,Private room,1 review,"Williamsburg, Brooklyn"
Settle in to this Private Room,60,Private room,5 reviews,"Bedford-Stuyvesant, Brooklyn"
COMFY ROOM #1 ~ AMAZING LOCATION!,119,Private room,55 reviews,"Williamsburg, Brooklyn"
Large Cozy & Private! BRKLN HEIGHTS,100,Private room,18 reviews,"Brooklyn Heights, Brooklyn"
Strawberry B&B,70,Private room,24 reviews,"Bushwick, Brooklyn"
Converted Brooklyn Loft w/ Deck,58,Private room,O reviews,"Bedford-Stuyvesant, Brooklyn"
Bedroom in the heart of Brooklyn,55,Private room,5 reviews,"Crown Heights, Brooklyn"
"The Artsy, Cozy, Bushwick Railroad",145,Entire home/apt,17 reviews,"Bushwick, Brooklyn"
Big studio rm in heart of Brooklyn,75,Private room,3 reviews,"Williamsburg, Brooklyn"
Quaint Studio Apt. $1200 monthly,50,Entire home/apt,2 reviews,"Bay Ridge, Brooklyn"
Room in beautiful apartment!,75,Private room,10 reviews,"Clinton Hill, Brooklyn"
Hancock House cozy Garden Level,99,Entire home/apt,5 reviews,"Bedford-Stuyvesant, Brooklyn"
Historic Brownstone Parlor & Garden,85,Private room,5 reviews,"Bedford-Stuyvesant, Brooklyn"
